itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
DS21946,lone-star-firewood-log-holder,Lone Star Firewood/Log Holder,"Exclusive - Bring western charm to your hearth with this brown-finished metal holder featuring circled stars and a mesh basket with hinged handle.  Measures 16Â½""W x 17""D x 12Â¼""H. ~",,,,,
DS22212,star-toilet-paper-and-magazine-rack,Star Toilet Paper & Magazine Rack,"Save space in lone star style with this dual purpose wrought iron star magazine rack and toilet paper holder.  11 3/4""W x 11""D x 23 3/4""H",,,,,
MUMMRWB,antler-waste-basket,Antler Waste Basket,"A Black Forest Decor Exclusive - Graceful, authentic-looking faux antlers embellish the cast resin Antler Waste Basket with a rustic wood finish.  Measures 12""W x 12""D x 11""H. ~",,,,,
PS5094,bear-eyeglasses-holder,Bear Eyeglasses Holder,"A Black Forest DÃ©cor Exclusive - A polyresin mama bear and cub borrow your glasses for some light reading on the charming Bear Eyeglasses Holder.  Measures 3""W x 4""D x 5Â¾""H. ~",,,,,
SMCBL10175BLAC,smcbl10175blac,Horse & Colt Vanity Light - Black,"A Lone Star Western Decor Exclusive - Constructed of metal, the Horse and Colt Black Vanity Light features the silhouette image of a mare and her foal cavorting through a meadow. Black finish. 26""W x 2""D x 13""H ~Allow 2 to 3 weeks. Cannot express ship or ship to Alaska or Canada.",,,,,
SMCBL10175BLAC,smcbl10175blac,Horse & Colt Vanity Light - Black,"A Lone Star Western Decor Exclusive - Constructed of metal, the Horse and Colt Black Vanity Light features the silhouette image of a mare and her foal cavorting through a meadow. Black finish. 26""W x 2""D x 13""H ~Allow 2 to 3 weeks. Cannot express ship or ship to Alaska or Canada.",,,,,
LROWE03INSG7999,zigzag-diamonds-rug-8-x-10,Zigzag Diamonds Rug - 8 x 10,"Showcase your southwestern style with the Zigzag Diamonds Rug - 8 x 10, designed with a relaxed, yet refined cream, indigo, sage, and terracotta design with a meticulously hand-knotted texture on a hand-woven base.
<ul><li>Hand woven jute/wool with no backing</li>
<li>7'9""W x 9'9""L</li>
<li>Spot clean and vacuum carefully without beater bar; professional cleaning recommended.</li>
<li>Multicolor</li>
<li>Long-wearing durability</li>
<li>Rug pad recommended for use on hard floor</li>
</ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
PK493655,bear-and-moose-stoneware-cereal-bowl,Bear & Moose Stoneware Cereal Bowl,"Create a welcoming table with the embossed cream Bear & Moose Stoneware Cereal Bowl in a pine tree design with brown-brushed rim.  Dishwasher and microwave safe.  Measures 5Â¾""Dia. x 3""H. ~",,,,,
RE1575,cabin-scene-tin-waste-basket,Cabin Scene Tin Waste Basket,"Exclusive - Full-color cabin scene artwork graces both the outside and inside of this tin waste basket. Measures 8Â¼""Dia. x 10Â½""H. ~",,,,,
RE1578,running-horses-tin-waste-basket,Running Horses Tin Waste Basket,"Horses gallop around the Running Horses Tin Waste Basket with a delicate scroll border inside and out.  Measures 8""W x 7""D x 10Â½""H. ~",,,,,
SIX9196,bear-and-birch-coaster-set-5-pcs,Bear and Birch Coaster Set (5 pcs),"A Black Forest Decor Exclusive - Four coasters with a bear and track imprint nest inside a hand-painted polyresin birch tree trunk holder.  Measures 4Â½""Dia. x 1Â½""H. ~",,,,,
VXWDOWD070AA,woodland-outdoor-wall-lamp-7-inch,Woodland Outdoor Wall Lamp - 7 Inch,"The Woodland 7 Inch Outdoor Wall Lamp casts a lovely glow in your rustic home with hammered metal combined with twig details.<ul><li>7""W x 8 1/2""D x 10 1/4""H; Center of mount to top is 6 3/4""H</li> <li>Steel</li> <li>Autumn patina finish</li> <li>Uses one 100-watt max bulb</li> <li>French Scavo glass shade</li> <li>UL rated for wet locations</li> </ul> ~ Ships from the manufacturer. Allow 2 business days.",,,,,
VCCVAVP418,golden-desert-table-lamp,Golden Desert Table Lamp,"Exclusive - Southwestern pottery is replicated on this resin table lamp in gold, brown and black with a laced faux leather shade. Uses one 3-way 150-watt max bulb. Measures 15""Dia. x 24""H. ~",,,,,
CARJB5071,canyon-shadows-euro-sham,Canyon Shadows Euro Sham,"A Black Forest Decor Exclusive - Medium brown microsuede faux leather is trimmed with a chocolate brown band with antique brass rivets on the Canyon Shadows Euro Sham for rugged appeal. Dry clean. Measures 27""W x 27""L. ~",,,,,
DS21233,ds21233,Metal Pinecone Towel Bar,"A Black Forest Decor Exclusive - Delicate pine needles and detailed pinecones combine with gently twisted metal in a rich, dark brown finish to create the Metal Pinecone Towel Bar.  Measures 26""W x 2 1/4""D x 6 1/2""H. ~",,,,,
EE8SS011073,mountain-getaway-folding-side-tables-set-of-2,Mountain Getaway Folding Side Tables (Set of 2),"Bring rustic style to entertaining or everyday meals with these MDF folding tables with bear and moose silhouette tops.  Measures 20""W x 25Â½""D x 14Â½""H. ~",,,,,
ER80116MB,black-bear-round-jute-trivet,Black Bear Round Jute Trivet,"Protect your countertops with these handcrafted 100% jute trivets in a black bear print. 10""Dia.",,,,,
ERSCP019,moose-and-pinecone-half-round-braided-rug,Moose & Pinecone Half-Round Braided Rug,"A Black Forest Decor Exclusive - Hand-stenciled moose and pinecones add cabin style to the braided 100% natural jute rug. Spot clean. Rug liner recommended. Measures 18""W x 29""L. ~",,,,,
HXTB3100,pinecone-and-birch-tissue-box,Pinecone & Birch Tissue Box,"A Black Forest Decor Exclusive - Realistic twig and pinecone details embellish the cast resin Pinecone & Birch Tissue Box with a birch bark look.  Measures 5 3/8""W x 5 3/8""D x 5Â¼""H. ~",,,,,
LKRA9360,turquoise-horseshoe-and-cross-lotion-pump,Turquoise Horseshoe and Cross Lotion Pump,"Exclusive - Create rugged style in your bath with silver horseshoes, rust crosses, gold studs and turquoise and brown leather textures on these cast resin accessories.  Dimensions available online.  Measures 3""Dia. x 8""H. ~",,,,,
KE1772BLW,ke1772blw,Mojave Black Wash Cloth,A Lone Star Western Decor Exclusive - 100% cotton in deep black sets off warm cocoa and sand southwest embroidery and blanket stitch trim on the luxurious Mojave Black Wash Cloth that feels as great as it looks.Â  Poly/cotton design and trim.Â  Machine washable.Â  Measures 13âW x 13âH.  ~,,,,,
2DD25602,pinecone-branch-candle-holder,Pinecone Branch Candle Holder,"A Black Forest Decor Exclusive - the oil rubbed bronze-finished metal pine branch with realistic brown cast pinecones lends a graceful touch to your table or mantel. Holds two 3"" pillar candles (not included). Measures 14""W x 4Â¼""D x 4Â¼""H. ~",,,,,
BS30170438,bs30170438,Bear Stone Finish Outlet Cover,"Bear icons and tracks are embossed in hand-cast resin with the texture and color of natural stone on the Bear Stone Finish Outlet Cover.  Metal screws included.  Measures 3Â¼""W x 5""H. ~",,,,,
KM07141000084KM,km07141000084km,Realtree Max-4 Camo Comforter Set - Twin,"The poly/cotton blend Realtree Max 4 Twin Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (65"" x 90""), bedskirt (39"" x 74"") and one standard sham (26"" x 20""). Machine wash, tumble dry low. ~  Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
NTZORCSTOL39RX3,zorro-counter-stool-set-of-3,Zorro Counter Stool - Set of 3,"Bring classic western style to your decor with the Zorro Counter Stool. Hand tooled antique brown leather, in a Classico design, is chiseled and carved by leather artisans and accented with nailhead trim. Each leather hide is selected for the best quality and wood is seasoned to age gracefully with a rustic finish. Each measures 17""W x 17""D x 26""H. Sold in a set of three.  ~  Ships from the manufacturer.  Allow 6 to 8 weeks.  Cannot express ship.  This item can be customized. Please email teresa@blackforestdecor.com or call 800-605-0915, ext. 778 to inquire about custom furniture orders and large bulk order discounts. Additional discounts may be available for large bulk orders. ~ Ships from the manufacturer. Allow 6 to 8 weeks. Cannot express ship.",,,,,
PK47147X,pine-escape-plaid-valance,Pine Escape Plaid Valance,"This plaid cotton valance featuresÂ pine tree patches for a warm, woodsy feel. Spot clean. 60""W x 14""H",,,,,
RH11022,hopi-placemat,Desert Jewel Placemat,"Exclusive - Brighten your southwest table with this cotton/poly tapestry placemat in turquoise, red, beige and brown. Machine wash. Measures 13""W x 19""L. ~",,,,,
SIX2591,pinecone-and-tree-outlet-cover,Pinecone & Tree Outlet Cover,"Exclusive - A sculptural resin pinecone, pine trees and bark textures on the hand-painted Pinecone & Tree Outlet Cover add a touch of nature to your cabin.  Mounting screws included.  Measures 4""W x Â¾""D x 5Â½""H. ~",,,,,
2HMWB1761,western-visions-waste-basket,Western Visions Waste Basket,"A lone barbed wire fence brings prairie spirit to this metal waste basket. Machine wash. 11""Dia. x 12""H",,,,,
BS30170448,bs30170448,Stone Finish Pinecone Outlet Cover,"The realistic stone-look, hand-cast resin Stone Finish Pinecone Outlet Cover brings woodland detail to your home.  Measures 3 1/4""W x 5""H. ~",,,,,
CARJB2082,faux-leather-cross-pillow,Faux Leather Cross Pillow,"A Black Forest Decor Exclusive - A dark brown cross design with embroidered dots and a center tied concho overlays medium brown microfiber faux leather in the Faux Leather Cross Pillow accented with faux leather fringe. Zipper closure.  Dry clean.  Measures 18""W x 18""L. ~",,,,,
DS13594,black-bear-canoe-bowl,Black Bear Canoe Bowl,"This polyresin canoe with birch bark texture holds candy, potpourri or pinecones for a rustic accent. 18 1/4""W x 7""D x 4 1/2""H",,,,,
DS15076,western-tooled-leather-soap-dish,Western Tooled Leather Soap Dish,"Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, these polyresin bath accessories offer classic cowboy style. 5 1/4âW x 3 3/4âD x 1âH",,,,,
DS62029,black-bear-river-plush-blanket-queen,Black Bear River Plush Blanket - Queen,"Exclusive - Warm up your cabin bedroom with this poly fleece collection featuring bears, trees, canoes and diamonds in shades of toffee, rust, black and green. Machine wash, dry clean pillows. Dimensions available online. Measures 90""W x 90""L. ~",,,,,
HXCM1002SC,pink-camo-shower-curtain,Pink Camo Shower Curtain,"Bring outdoor-inspired style to your bathroom with the Pink Camo Shower Curtain.  This shower curtain has pink oak camo with a solid pink panel. <ul><li>100% Polyester</li> <li>Includes 12 fabric-covered rings</li> <li>72""W x 72""L</li> <li>Dry clean only</li> <li>Shades of pink and green</li> </ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship.",,,,,
HXDI4001SB01TQ,savannah-turquoise-serving-bowl,Savannah Turquoise Serving Bowl,"Textured in floral tooled leather patterns, these handcrafted turquoise stoneware pieces bring western detail to your kitchen.  Microwave, oven and dishwasher safe.  Measures 10?""W x 10?""D x 3?""H. ~",,,,,
HXLD6100TM01,buck-mountain-antler-tumbler,Buck Mountain Antler Tumbler,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 3Â½""Dia. x 3""H. ~",,,,,
KE1960H,ke1960h,Moose & Pine Hand Towel,"A Black Forest Decor Exclusive - Richly embroidered with textured moose and pine trees, the soft 100% cotton Moose & Pine Hand Towel pampers your cabin guests in shades of nutmeg, chocolate brown and crisp green.  Machine wash.  Measures 16""W x 30""L. ~",,,,,
RH11503,mojave-sun-placemat,Mojave Sun Placemat,"A Lone Star Western Decor Exclusive - Set a colorful southwestern table with sawtooth diamonds in turquoise, red, brown and desert orange on the cotton/poly tapestry Mojave Sun Placemat.  Machine wash.  Measures 13""W x 19""L. ~",,,,,
SF682262,rustic-juniper-wood-single-rocker-plate,Rustic Juniper Wood Single Rocker Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 4""W x Â¼""D x 5 58""H. ~",,,,,
RE662,horse-single-switch-cover,Horse Single Switch Cover,"A horse in motion is set against a stone background on these beautifully hand-painted resin switch covers.  Measures 5Â¼""W x 1""D x 7Â½""H. ~",,,,,
MWGSSBLG,moose-and-bear-lake-tapestry-sham,Moose & Bear Lake Tapestry Standard Sham,"Outdoor icons and rustic plaids create a warm, inviting look on this woven tapestry sham. Made in the USA. Machine wash. 26""W x 20""L",,,,,
DS22164,cast-iron-pinecone-pull,Cast Iron Pinecone Pull,"Exclusive - Bring forest detail to cabinets or drawers with this cast iron hardware featuring pinecones and pine trees in brown and rust finishes. Screws included. Measures 5Â½""W x 2""D x 1Â½""H with 3Â½"" centers. ~",,,,,
CL15R11D,ridged-teardrop-pot-table-lamp,Rippling Water Turquoise Table Lamp,"Create a welcoming glow with the Ridged Teardrop Pot Table Lamp, featuring a ridged tear drop base in shades of brown and teal with a parchment shade and matching wood finial with a southwestern style.<ul><li>15""W x 15""D x 29 1/2""H</li> <li>Hydrostone base</li> <li>Harvest finish</li> <li>3-way socket uses one 100-watt max bulb</li> <li>Parchment shade</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
COTP10FR,moose-profile-tissue-paper-holder,Moose Profile Tissue Paper Holder,"Create effortless style in your rustic bathroom with the Moose Profile Tissue Paper Holder, beautifully made with a metal moose silhouette holding a thin bar in a frontier rust finish.
<ul><li>Metal</li>
<li>Frontier Rust finish</li>
</ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
2BG82173,forest-signs-shower-curtain-hooks,Forest Signs Shower Curtain Hooks (Set of 12),"With its meandering moose and bears, the Forest Signs Shower Curtain Hooks is the perfect addition to your lodge bathroom. <ul><li>Resin</li> <li>4""W x 7""D x 2 3/4""H</li> <li>Multicolor</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2DD76084,scenic-moose-metal-art-lamp,Scenic Moose Metal Art Lamp,"Exclusive - A fabric shade tops a moose and mountain metal art scene on the rust-finished Scenic Moose Metal Art Lamp.  Uses one 60-watt max bulb.  Measures 14""W x 10""D x 21Â½""H. ~",,,,,
PK22456B,kodiak-bear-cast-towel-bar-16-inch,Kodiak Bear Cast Towel Bar - 16 Inch,"Strolling cast aluminum bears and bark textures in a brown finish make this rustic hardware perfect for your lodge bath.  Measures 19Â¾""W x 3Â½""D x 7Â½""H. ~",,,,,
PK47447P,wood-river-pinecone-patch-lined-valance,Wood River Pinecone Patch Lined Valance,"Pinecone patches add rustic charm to the 100% cotton rod pocket Wood River Pinecone Patch Lined Valance in beautiful green and brown plaid.  Dry clean.  Measures 60""W x 14""H with 2"" rod pocket. ~",,,,,
PK69347B,bear-essentials-valance,Bear Essentials Valance,"Study your favorite animal in style with this plaid cotton valance with a fun typographic print. Dry clean. 60""W x 14""H",,,,,
2DD25607,pine-branches-wall-coat-rack,Pine Branches Wall Coat Rack,"Bring a hint of nature to your entry with the black metal Pine Branches Wall Coat Rack with realistic pinecones and three hooks for hanging.  Measures 19Â½""W x 2Â½""D x 9""H. ~",,,,,
CF-PIBEARADV,beadflacpi,Bear Adventure Fleece Accent Pillow,"Made from plush, super-soft 90% acrylic/10% polyester, the Bear Adventure Fleece Accent Pillow makes any bedroom feel like a rustic cabin getaway. Machine washable. Measures 18""W x 18""L. ~",,,,,
CARJB7001,turquoise-mesa-valance,Turquoise Mesa Valance - OVERSTOCK,"Soft woven chenille with southwest geometrics in brown, blue, turquoise and tan creates the luxurious rod pocket Turquoise Mesa Valance.  Dry clean.  Measures 54""W x 18""H. ~",,,,,
DS10861,tree-climbing-bears-accent-lamp,Tree Climbing Bears Accent Lamp,"Add warmth, light and character to any room with this one-of-a-kind cast resin table lamp. 7-watt nightlight bulb included. 7""W x 5 1/2""D x 16""H",,,,,
DS15067,bear-forest-single-switch-plate,Birch Forest Black Bear Single Switch Plate,A Black Forest Decor exclusive - Detailed black bears and pine trees give woodland detail to this polyresin switch cover with a birch bark texture. 3 1/4âW x  1/2âD x 5âH,,,,,
DS21881,lone-star-wall-door-mount-towel-rack,Lone Star Wall/Door Mount Towel Rack,"Exclusive - Circled western stars and a dark brown finish make this metal towel rack a great bathroom storage solution.  Measures 8Â¼""W x 3Â¼""D x 26""H. ~",,,,,
ERUBP313SMALL,black-bear-braided-utility-basket-small,Black Bear Braided Utility Basket - Small,"Organize your lodge with these handcrafted 100% natural jute baskets in brown, black and neutral with hand-stenciled black bear silhouettes and braided handles. ~",,,,,
HXCS0003,orange-and-camo-crib-set-4-pcs,Orange and Camo Crib Set - 4 pcs,"The Orange and Camo Crib Set features bright orange and oak camo print poly/cotton microfiber with 100% cotton.  Includes coverlet (36""W x 45""L), bedskirt (27""W x 52""L x 14""H), bumper pad (two 10""W x 51""L panels and two 10""W x 26""L panels) and fitted sheet (27""W x 52""L x 6""H).  Machine wash. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska.",,,,,
HXDI4001SP01TQ,savannah-turquoise-platter,Savannah Turquoise Platter,"Tooled leather patterns in vibrant turquoise give this handcrafted stoneware kitchenware vintage western charm.  Microwave, oven and dishwasher safe.  Measures 12?""W x 12?""D x 1âH. ~",,,,,
RDCDLS,colors-of-dawn-spirit-woman-wall-art,Colors of Dawn Spirit Woman Wall Art,"A Lone Star Western Decor Exclusive - Artfully cut from rusted steel with floated, dimensional layers painted in red, turquoise and silver, the handcrafted Colors of Dawn Spirit Woman Wall Art brings feminine spirit to your wall.  Made in the USA. ~",,,,,
SF682170,rustic-juniper-wood-double-switch-plate,Rustic Juniper Wood Double Switch Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 6""W x Â¼""D x 5 58""H. ~",,,,,
SPI-31765,pifisc,Pinecone Fireplace Screen,"Make the glow of a fire even more inviting with the Pincecone Fireplace Screen. 53""W x 7""D x 36""H ~",,,,,
YG15858,bear-family-shelf-sitter,Bear Family Shelf Sitter,"Exclusive - Featuring a sweet bear family in cast resin with rich detail, this sculpture adds a charming accent to your shelf. Measures 6""W x 3Â¼""D x 7""H. ~",,,,,
WRWD24550,yellowstone-ii-standard-sham,Yellowstone II Standard Sham,"Give your bedroom a tribal update with the Yellowstone II Standard Sham.  Crafted with stunning Native American-inspired geometrics in turquoise, red, and shades of brown, this sham makes a beautiful accent. <ul><li>Acrylic/poly/wool blend</li> <li>Yellowstone fabric</li> <li>20""W x 35""L</li> <li>Blanket stitch on open edge flange</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship.",,,,,
BS-50393,blbekeyho,Black Bear Key Holder,"Watch these whimsical black bears guard your keys as the Black Bear Key Holder keeps keys under control. Measures 7 1/2""W x 3 1/2H"".",,,,,
BSB5050108,deer-stone-finish-outlet-cover,Deer Stone Finish Outlet Cover,"Deer silhouettes and hoof prints are embossed on the hand-cast resin Deer Stone Finish Outlet Cover with a rustic stone look.  Measures 3Â¼""W x Â½""D x 5""H. ~",,,,,
RH13525,terracotta-southwestern-accent-rug,Terracotta Southwestern Accent Rug,"Exclusive - Bring desert beauty to your floors with the cotton/poly Terracotta Southwestern Accent Rug in burgundy, orange, black and blue with latex backing. Spot clean. Measures 2'W x 3'L. ~",,,,,
VCCVAVP162,lone-star-table-lamp,Lone Star Table Lamp,"A Lone Star Western Decor Exclusive - A single, dimensional star gives the resin Lone Star Table Lamp in a rustic metal finish with a tan linen shade essential western style.  Uses one 60-watt max bulb.  Measures 14""W x 8""D x 23""H. ~",,,,,
CARJ1744,bear-and-trees-valance,Bear & Trees Valance,"A Black Forest Decor Exclusive - Adobe 100% polyester microfiber is appliqued and embroidered with bears and pine trees and finished with rustic details on the Bear & Trees Valance.  Tab top.  Machine wash.  Measures 54""W x 15""H. ~",,,,,
LKRA8767,rustic-cross-lotion-pump,Rustic Cross Lotion Pump,"Exclusive - Large faux wood crosses are adorned with silver-finished cross, stud and floral details on these painted resin bath accessories. Measures ????. ~",,,,,
LKRA8934,turquoise-tooled-leather-tissue-box,Turquoise Tooled Leather Tissue Box,"Jeweled silver conchos embellish the durable resin Turquoise Tooled Leather Tissue Box.  Measures 5 1/2""W x 5 1/2""D x 6""H and fits square tissue boxes. ~",,,,,
MBHS67082X3,scenic-mountain-rug-2-x-3,Scenic Mountain Rug - 2 x 3,"Exclusive - Pine boughs and subtle geometrics border the polypropylene Scenic Mountain 2 x 3 Rug in shades of gold, black, burnt red, wine, natural and pine green.  Stain and fade-resistant.  Measures 2'2""W x 3'3""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship.",,,,,
RE492,black-bear-table-fan,Black Bear Table Fan,"Exclusive - Two helpful black bears hold up a breezy log slice on this hand-painted polyresin tabletop fan with a 32"" USB cable for added convenience. Measures 10""W x 4""D x 6""H. ~",,,,,
CARJB6126,yukon-river-bear-and-moose-drapes,Yukon River Bear & Moose Drapes,"A Black Forest Decor Exclusive - Transform your bedroom with the luxurious woven chenille Yukon River Bear & Moose Drapes in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by a faux leather tab top. Unlined. Dry clean. Includes two 54""W x 82""H panels and two tiebacks. ~",,,,,
MUMMRHTBS,faux-antler-towel-stand,Faux Antler Towel Stand,"Cast from naturally shed antlers and carefully painted for authenticity, the resin Faux Antler Towel Stand gives your bath a rugged look.  All hardware included.  Measures 17Â¼""W x 3Â½""D x 13Â½""H. ~",,,,,
CARJB61255,yukon-river-bear-and-moose-bed-set-king,Yukon River Bear & Moose Bed Set - King,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~",,,,,
CARJB6404,rocky-ridge-moose-and-bear-drapes,Rocky Ridge Moose & Bear Drapes,"Exclusive - Featuring stripes of bears, moose and geometrics in warm burgundy, pine green, black, gold and tan, the poly woven chenille Rocky Ridge Bear & Moose Drapes beautifully captures lodge style.  Dry clean.  Includes two unlined 54""W x 84""H tap top panels with tiebacks. ~",,,,,
DS21969,stars-and-studs-metal-square-tissue-box,Stars & Studs Metal Square Tissue Box,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 6""W x 6""D x 5""H. ~",,,,,
DS22225,cast-iron-arrow-wall-hanging-3-pcs,Cast Iron Arrow Wall Hanging - 3 pcs,"Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H",,,,,
HXBL1840TTOC,cabin-life-lodge-kitchen-bath-rug,Cabin Life Lodge Kitchen/Bath Rug,Complement your cabin with this acrylic rug featuring rustic themes in chocolate and light brown.  Non-slip rubber back.  Machine wash. ~,,,,,
PK39319B,concord-black-bear-dishtowel,Concord Black Bear Dishtowel,"Adorned with whip-stitched bear applique patches, these red, black and beige plaid linens are made from 100% cotton.  Machine wash.  Measures 19""W x 28""L. ~",,,,,
PK68081,black-bear-forest-hand-towel,Black Bear Forest Hand Towel,"Embroidered pines and an appliqued black bear add forest spirit to these 100% cotton terry towels.  Machine wash.  Measures 16""W x 28""L. ~",,,,,
2CRJB6610,southwest-shadows-valance,Southwest Shadows Valance,"Exclusive - Front tabs with tied conchos embellish this unlined woven poly chenille valance featuring southwest stripes and medallions in deep chocolate, red, orange and turquoise. Measures 54""W x 18""H. ~",,,,,
2PPHSV15,pinecones-embroidered-valance,Pinecones Embroidered Valance,"Exclusive - Intricately embroidered pinecones and pine trees on taupe cotton bring outdoor beauty to these lined rod pocket valances. Machine wash. Measures 58""W x 14""H each. ~",,,,,
WL20127,arrow-hat-and-coat-rack,Arrow Hat & Coat Rack,"This metal hat and coat rack includes eight arrows that swivel to accommodate items to hang. 11""W x 3""D x 33 1/2""H",,,,,
RH13503,mojave-sun-accent-rug,Mojave Sun Accent Rug,"A diamond tapestry in bold red, turquoise and rust offers southwest style on this cotton/poly rug with latex backing. 2âW x 3âL",,,,,
HL6260W6016,woodland-lodge-lace-valance,Woodland Lodge Lace Valance,"A Black Forest Decor Exclusive - The white Woodland Lodge Lace Valance creates a welcoming look in your cabin.  100% polyester with rod slots.  Machine washable.  Measures 60""W x 16""H. ~",,,,,
CE822033FQSET,pinecone-valley-quilt-bed-set-queen,Pinecone ValleyÂ Quilt Bed Set - Queen,"Pine needles and cones in soft, natural colors invite you to rest in style on this luxury comforter. 100% cotton. Machine wash. 90""W x 92""L quilt",,,,,
CARJB1730,tobacco-drapes,Tobacco Drapes,"Distressed tobacco 100% polyester microsuede makes the Tobacco Drapes a treat for your windows.  Includes two 52""W x 84""L unlined, rod pocket panels and two tiebacks.  Machine wash. ~",,,,,
CARJB4060,highlands-cabin-tree-rod-pocket-valance,Highlands Cabin Tree Rod Pocket Valance,"A Black Forest Decor Exclusive - Create a classic cabin look with the Highlands Cabin Tree Rod Pocket Valance featuring green pine trees embroidered on woven tan chenille and a rod pocket top.  Dry clean.  Measures 54""W x 15""H with 3"" rod pocket. ~",,,,,
HXPL4103,rio-grande-navajo-scalloped-pillow,Rio Grande Navajo Scalloped Pillow,"Combining herringbone, faux tooled leather and denim blue microsuede with a Navajo-inspired design in blue, brown and tan chenille.  Bed sets include duvet, bedskirt, two shams (twin has one), two Euro shams (twin has one) and hexagonal accent pillow.  Dry clean.  Additional pillows sold separately.  Dimensions available online.  Measures 16""W x 21""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska.",,,,,
HXWD3002,southwest-wood-candle-holder-set-3-pcs,Southwest Wood Candle Holder Set - 3 pcs,"A Lone Star Western Decor Exclusive - The Southwest Wood Candle Holder Set in graduated sizes features square wood bases with rustic iron bracing and candle trays for rugged western style.  Candles not included.  Set of three: Small: 3Â½""W x 3Â½""D x 7Â½""H; Medium: 3Â½""W x 3Â½""D x 10""H; Large: 3Â½""W x 3Â½""D x 12""H. ~",,,,,
DS21452,metal-bear-tie-backs-set-of-2,Bear Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the black Metal Bear Tie Backs.  Mounting hardware included.  Set of two measure 8Â¼""W x 4Â¼""D x 3Â¼""H each. ~",,,,,
ER68395CB,black-bear-braided-jute-table-runner,Black Bear Braided Jute Table Runner,"Add a rustic accent to any table with this reversible 100% jute table runner printed with lodge designs. Spot clean. 13""W x 36""L",,,,,
2HMWD2206,serape-longhorn-wall-hanging,Serape Longhorn Wall Hanging,"Wrapped in serape stripe fabric, this resin faux longhorn mount adds dimensional interest to your western wall. Wrapped in serape stripe fabric, this resin faux longhorn mount adds dimensional interest to your western wall. Allow 1 to 2 weeks.",,,,,
RE1297,re1297,Horseshoe Outlet Cover,"Rustic brown stamped metal fashioned into the shape of a horseshoe makes the Horseshoe Outlet Cover a simple western addition that will never go unnoticed.  Mounting screws included.  Measures 5""W x 2""D x 8""H. ~",,,,,
RE1785,black-bear-and-moose-led-wall-art,Black Bear & Moose LED Wall Art,"The gallery-wrapped canvas Black Bear & Moose LED Wall Art features gorgeous artwork by Kevin Daniel with an LED and fiber optic illuminated sunset.  Ready to hang with on/off switch and timer.  Uses two AA batteries (not included).  Measures 24""W x 1""D x 16""H. ~",,,,,
VCCVAUP994,sheridan-table-lamp,Sheridan Table Lamp,"Exclusive - Sculptural resin in an antique iron and faux wood finish is topped with a floral-embossed brown faux leather shade with studs for an elegant western look. Uses one 3-way 100-watt max bulb. Measures 15""W x 15""D x 33Â½""H. ~",,,,,
VCCVAVP018,sheridan-floor-lamp,Sheridan Floor Lamp,"Exclusive - Sculptural resin in an antique iron and faux wood finish is topped with a floral-embossed brown faux leather shade with studs for an elegant western look. Uses one 3-way 150-watt max bulb. Measures 16""W x 16""D x 65Â½""H. ~",,,,,
