itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
LKRA6601,tooled-turquoise-flowers-toilet-brush-holder,Tooled Turquoise Flowers Toilet Brush Holder,"Exclusive - A tooled flower design is replicated in cast resin on these western accessories with a two-tone turquoise finish and studded trim. Measures 4Â½""Dia. x 13Â½""H. ~",,,,,
KE3810BM,pine-haven-bath-towel,Pine Haven Bath Towel,"Exclusive - These soft mocha 100% cotton towels feature embroidered pine branches and textured linen-like trim with contrast stitching for a beautifully rustic look.  Measures 27""W x 50""L. ~",,,,,
RE340,steer-skull-ceiling-fan-pull,Steer Skull Ceiling Fan Pull,"A Lone Star Western Decor Exclusive - The hand-painted polyresin Steer Skull Ceiling Fan Pull comes with a 12"" chain that attaches to your existing fan pull chain for a fun western accent.  Measures 2Â¼""W x 1""D x 2Â½""H. ~",,,,,
PWLODGE3672X4,black-bear-walking-rug-2-x-3,Black Bear Walking Rug - 2 x 3,"A Black Forest Decor Exclusive - Stylized silhouettes of a mama bear and her cub are framed by paw prints and geometric shapes on the tan, black, red and sage heat-set BCF Black Bear Walking 2 x 3 Rug.  Measures 2'W x 3'1""L. ~",,,,,
RE352,,Rainbow Trout Fan Pull,"The painted polyresin Rainbow Trout Fan Pull bites the end of the included 12"" ball chain.  Measures 1 1/2""W x 3/4""D x 2 3/4""H. ~",,,,,
RE1574,black-bear-scene-tin-waste-basket,Black Bear Scene Tin Waste Basket,"Exclusive - A misty black bear scene adds rustic beauty to this tin waste basket with coordinating artwork on the inside. Measures 8Â¼""Dia. x 10Â½""H. ~",,,,,
RH11025,,Zuni Placemat,"Exclusive - Southwest arrows and diamonds are woven in terracotta, red, gray, brown, cream and black on this cotton/poly placemat for a colorful table setting. Machine wash. Measures 13""W x 19""L. ~",,,,,
MWIMWEHD,,Iron Horse Head Door Stop,"Exclusive - Prop open your ranch doors with this metal horse head wedge door stop in a dark brown finish.  Measures 2Â¼""W x 6""D x 6Â¼""H. ~",,,,,
VCCVAUP522,tooled-leather-old-west-lamp,Tooled Leather Old West Lamp,"A Lone Star Western Decor Exclusive - Intricately tooled leather is replicated in cast resin on this Old West lamp with a natural tan linen shade.  Uses one 3-way 100-watt max bulb.  Measures 17""W x 12""D x 32Â¼""H. ~",,,,,
VXCF55718BBZ,montana-semi-flush-ceiling-light,Montana Semi-Flush Ceiling Light,"Add grace and warmth to your room with the Montana Semi-Flush Ceiling Light.  This metal ceiling light features bear and pine tree silhouettes and brings an outdoor element into your home.  Finished in burnished bronze with an amber flake glass shade and uses three 100-watt max bulbs.  Can be mounted as a ceiling light or pendant and comes with 6 feet of chain and 9 feet of wire.  Measures 18 1/2""W x 18 1/2""D x 16 1/2""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
PD51128XB218,tribal-sky-bath-towel,Tribal Sky Bath Towel,"Jacquard-woven in three classic patterns, these 100% cotton towels bring southwest luxury to your bath. Machine wash. 30âW x 58âL",,,,,
PS5468,bear-paw-wilderness-towel-bar,Bear Paw Wilderness Towel Bar,"The twisted steel Bear Paw Wilderness Towel Bar is embellished with a polyresin bear scene in metallic bear tracks for abundant rustic style.  Measures 28""W x 3""D x 5Â½""H. ~",,,,,
SF682126,rustic-juniper-wood-single-switch-plate,Rustic Juniper Wood Single Switch Plate,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 4""W x Â¼""D x 5 58""H. ~",,,,,
HOL1841AUP1,,Run for the Roses Accent Lamp,"The Run for the Roses Accent Lamp casts a lovely glow in your classic home with a proud thoroughbred sculpture base.<ul><li>14""H</li> <li>Resin base</li> <li>Inline Switch</li> <li>Brown finish</li> <li>Uses one 25-watt max bulb</li> <li>Brown Herringbone tweed fabric shade</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
HXBA4001OSRD,,Red Tooled Ceramic Bath Set - 4 pcs,"Create effortless style in your western bathroom with the Red Tooled Ceramic Bath Set - 4 pcs, beautifully made with embossed tooled leather patterns. <ul><li>Ceramic</li> <li>Includes one 4 1/2""H toothbrush holder, 4 1/2""H tumbler, 8""H soap dispenser, and 3""W x 5""L soap dish</li> <li>Red</li> </ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship.",,,,,
HXDI1810,hxdi1810,Black Bear Forest Dinnerware Set (16 pcs),"A Black Forest Decor Exclusive - A hand-painted bear and pine tree design makes the textured stoneware Black Bear Forest Dinnerware Set a welcome addition to your rustic table.  Microwave, oven and dishwasher-safe.  Sixteen piece set includes four 17.5-oz. mugs, four 10Â¾"" Dia. dinner plates, four 8Â½"" Dia. salad plates and four 6"" Dia. bowls. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska or Canada.",,,,,
HXDI4001SBOSRD0,,Savannah Red Serving Bowl - OVERSTOCK,"With its bold red embossed stoneware, the Savannah Red Serving Bowl is the perfect addition to your southwestern kitchen. <ul><li>Handcrafted ceramic</li> <li>10 3/8""W x 10 3/8""D x 3 7/8""H</li> <li>Red</li> <li>Dishwasher, oven, and microwave safe</li> </li></ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship.",,,,,
LKRA9359,turquoise-horseshoe-and-cross-bath-set-3-pcs,Turquoise Horseshoe and Cross Bath Set (3 pcs),"Exclusive - Create rugged style in your bath with silver horseshoes, rust crosses, gold studs and turquoise and brown leather textures on these cast resin accessories.  Dimensions available online.  Measures Includes toothbrush holder (4Â½""W x 2Â½""D x 4""H), tumbler (3""Dia. x 4Â½""H) and soap dish (5Â½""W x 4Â½""D x 1""H).. ~",,,,,
2CRJB6765,turquoise-earth-valance,Turquoise Earth Valance,Warm up your western lodge with this wool-blend rod pocket valance in a classic southwest pattern. Machine wash. Warm up your western lodge with this wool-blend rod pocket valance in a classic southwest pattern. Machine wash.,,,,,
BS30170439,bear-stone-finish-single-rocker-plate-cover,Bear Stone Finish Single Rocker Plate Cover,"A bear icon and tracks are embossed in hand-cast resin on the Bear Stone Finish Single Rocker Plate Cover with the texture and color of natural stone.  Metal screws included.  Measures 3 1/4""W x 1/4""D x 5""H. ~",,,,,
VXVL55703BBZ,montana-vanity-3-light,Montana Vanity Light - 3 Light,"Light up your home with the Montana 3 Light Vanity.  This lodge vanity light is made from metal and features bear and pine tree silhouettes finished in burnished bronze with amber flake glass shades.  Uses three 100-watt max bulbs.  UL listed for damp locations.  Measures 24""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
PS5092,moose-eyeglasses-holder,Moose Eyeglasses Holder,"A Black Forest DÃ©cor Exclusive - Keep your glasses close at hand with the bookish polyresin Moose Eyeglasses Holder.  Measures 3Â½""W x 3Â½""D x 6""H. ~",,,,,
DS62026,black-bear-river-table-runner,Black Bear River Table Runner,"Exclusive - Rows of bears, canoes, pine trees and diamonds in chestnut, black and pine green lend inviting lodge style to these polyester table linens. Machine wash. Measures 15""W x 72""L. ~",,,,,
COTP05FR,fish-profile-toilet-paper-holder,Fish Profile Toilet Paper Holder,"Create effortless style in your rustic bathroom with the Fish Profile Toilet Paper Holder, beautifully made with a metal fish silhouette in a frontier rust finish.
<ul><li>Metal</li>
<li>Frontier Rust finish</li>
</ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
HXLD3100,pinecone-and-birch-bath-set-4-pcs,Pinecone & Birch Bath Set (4 pcs),"A Black Forest Decor Exclusive - Realistic twig and pinecone details embellish the cast resin Pinecone & Birch Bath Set with a birch bark look.  Four piece set includes lotion dispenser (4 5/8""W x 2 5/8""D x 7""H), toothbrush holder (4Â¼""W x 2 5/8""D x 4""H), soap dish (5Â¼""W x 4""D x 1""H) and tumbler (3""Dia. x 4Â¼""H). ~",,,,,
HXTL3100C,hxtl3100c,Pine Cone Cream Towel Set - 3 pcs,"Our soft 100% cotton Cream Pine Cone Towel Set adds elegance to your rustic bathroom decor. Set includes one bath towel (27"" x 52""), one hand towel (16"" x 32"") and one wash cloth (13"" x 14""). Machine wash, tumble dry low. ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship or ship to Alaska or Canada.
",,,,,
LROWE03INSG3656,zigzag-diamonds-rug-4-x-6,Zigzag Diamonds Rug - 4 x 6,"Give your study southwestern flair with the Zigzag Diamonds Rug - 4 x 6, detailed with a relaxed, yet refined cream, indigo, sage, and terracotta design with a meticulously hand-knotted texture on a hand-woven base.
<ul><li>Hand woven jute/wool with no backing</li>
<li>3'6""W x 5'6""L</li>
<li>Spot clean and vacuum carefully without beater bar; professional cleaning recommended.</li>
<li>Multicolor</li>
<li>Long-wearing durability</li>
<li>Rug pad recommended for use on hard floor</li>
</ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2PEASW16042,antler-handle-grill-set-3-pcs,Antler Handle Grill Set - 3 pcs,This stainless-steel grill set with authentic-looking resin antler handles brings the great outdoors to your barbecue.,,,,,
KE1951H,ke1951h,Paw Prints Copper Hand Towel,"A Black Forest Decor Exclusive - Pamper yourself with wolf, bear and moose tracks embroidered in rich chocolate brown on bold copper on the Paw Prints Hand Towel.  Soft 100% cotton.  Machine wash.  Measures 16""W x 30""L. ~",,,,,
BS30170449,stone-finish-pinecone-single-rocker-plate-cover,Stone Finish Pinecone Single Rocker Plate Cover,"The realistic stone-look, hand-cast resin Stone Finish Pinecone Single Rocker Plate Cover brings woodland detail to your home.  Mounting screws included.  Measures 3 1/4""W x 1/4""D x 5""H. ~",,,,,
2HMQW2010KGOC,star-ranch-quilt-set-king,Star Ranch Quilt Set - King,"Stars and barbed wire border these 100% cotton quilts, while faux leather accents add to the rugged ranch look. Quilt sets include quilt and two shams (twin has one). Machine wash quilts and shams, dry clean pillows. Dimensions available online. Measures 120""W x 240""L. ~",,,,,
2VX736425620171,red-river-southwestern-shower-curtain,Red River Southwestern Shower Curtain,"Create a tribal atmosphere in your bathroom with the Red River Southwestern Shower Curtain.  This shower curtain features striking turquoise, red, black, and tan geometrics and stripes for defining style. <ul><li>Polyester</li> <li>72""W x 72""L</li> <li>Dry clean</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
CARJB6411,timber-woods-v-valance,"Timber Woods ""V"" Valance","Exclusive - Enhance your windows with the striped woven poly chenille Timber Woods ""V"" Valance in olive, brown, black and cream with a top ""V"" layer in brown faux leather embellished with an embroidered black bear and fringe.  Dry clean.  Measures 54""W x 18""H. ~",,,,,
PS7126,,Black Bear with Cub by the Stream Sculpture,"Exclusive - A curving branch encircles this detailed polyresin tabletop sculpture of a mother bear and her cub.  Measures 9""W x 1Â½""D x 7""H. ~",,,,,
COFL1013FRS2158,evergreen-moose-floor-lamp,Evergreen Moose Floor Lamp,"Give your room an outdoorsy update with the Evergreen Moose Floor Lamp. Crafted with a frontier rust finish moose silhouette and pine tree on either side of the pole base, this floor lamp makes a beautiful accent.
<ul><li>Metal</li>
<li>14""Dia. x 62""H</li>
<li>Frontier Rust finish</li>
<li>Uses one 150-watt max bulb</li>
<li>20""Dia. faux calf-skin shade</li>
</ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
DS21568,spur-curtain-rod-and-rod-holders,Spur Curtain Rod & Rod Holders,"Featuring metal horseshoes and spurs in a rich brown finish with silver accents, the Spur Curtain Rod & Rod Holders give your window treatments a western kick.  Includes two brackets and heavy duty curtain rod that extends from 44"" to 82"" long.  Measures 48""W (min.) x 3 3/4""D x 9""H.  Mounting hardware included. ~",,,,,
HXTW3003C,hxtw3003c,Running Horse Cream Towel Set (3 pcs),"Made of luxurious 100% cotton with embroidered galloping horses, the Running Horse Cream Towel Set is an invigorating sight at the start of the day.  Set includes one 28"" x 51"" bath towel, one 16"" x 31"" hand towel and one 11"" x 20"" wash towel. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
HXDI1810SK,black-bear-forest-salt-and-pepper-set,Black Bear Forest Salt & Pepper Set,"Hand-painted black bear scenes and scalloped edges make the terracotta ceramic Black Bear Forest Salt & Pepper Set a welcoming touch in your kitchen.  Dishwasher, oven and microwave safe.  Measures 3"" Dia. x 3Â¼""H each. ~",,,,,
HXDI1810SP,black-bear-forest-serving-platter,Black Bear Forest Serving Platter,"The hand-painted terracotta ceramic Black Bear Forest Serving Platter features scalloped edges and black bear scenes in gold and green.  Dishwasher, oven and microwave safe.  Measures 17""W x 13""D x 2""H. ~",,,,,
LKRA1128,climbing-black-bears-toilet-brush-holder,Climbing Black Bears Toilet Brush Holder,"Curious, climbing black bears embellish this polyresin toilet brush holder for lodge charm. Plastic brush included. 4""Dia. x 7""H",,,,,
RE622,bear-and-twig-triple-switch-plate-cover,Bear and Twig Triple Switch Plate Cover,"A Black Forest Decor Exclusive - Hand painted with amazing detail, the polyresin Bear and Twig Triple Switch Plate Cover features lounging black bears.  Measures 8""W x 1Â¼""D x 6Â½""H. ~",,,,,
HXBW3190CH,barbed-wire-bath-runner-tan,Barbed Wire Tan Bath Runner,"Bold black barbed wire gives these polyester rugs a rugged look.  Non-skid rubber back.  Machine washable.  Measures 24""W x 60""L each. ~",,,,,
UNGMD577,,Shotgun Shell Toothbrush Holder,Polyresin replicas of shotgun shells and weathered wood. ~,,,,,
VXVL55403BBZ,canyon-3-light-vanity,Canyon Vanity Light - 3 Light,"Add grace and warmth to your room with the Canyon 3 Light Vanity.  This lodge vanity light is made from metal and features deer and pine tree silhouettes.  Finished in burnished bronze with amber flake glass shades and uses three 100-watt max bulbs.  UL listed for damp locations.  Measures 24""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
VXVL55702BBZ,montana-vanity-2-light,Montana Vanity Light - 2 Light,"Add grace and warmth to your room with the Montana 2 Light Vanity.  Crafted from metal with a rustic flair, this vanity light features bear and pine tree silhouettes to create defining style.  Finished in burnished bronze with amber flake glass shades and uses two 100-watt max bulbs.  UL listed for damp locations.  Measures 16 1/2""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
VXCC55714BBZ,montana-flush-mount-ceiling-light,Montana Flush Mount Ceiling Light,"The Montana Flush Mount Ceiling Light casts a lovely glow in your home.  This metal ceiling light with bear and pine tree silhouettes has true lodge style.  Finished in burnished bronze with an amber flake glass shade and uses three 60-watt max bulbs.  Measures 14""W x 14""D x 7""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
YG30184,yg30184,Moose Welcome Sign,"A Black Forest Decor Exclusive - A friendly forest resident greets your guests in the wooden Moose Welcome Sign with a vintage look.  This regal moose with pine branches makes your home or cabin an inviting place.  Measures 16""W x 3/4""D x 27 3/4""H. ~",,,,,
MUMMRPBR,antler-pool-ball-rack,Antler Pool Ball Rack,"A Black Forest Decor Exclusive - Designed to hold standard size pool balls, the resin Antler Pool Ball Rack is cast from real antlers and carefully finished to add an authentic outdoor touch to your game room.  Measures 16""W x 16Â¼""D x 3""H. ~",,,,,
VXT0108,,Cowboy Rider Wall Sconce,"Exclusive - Backlit by an amber flake glass shade, this sconce with photocell features a metal art riding cowboy in burnished bronze steel.  Uses one 100-watt max bulb.  Measures 8""W x 5""D x 11""H. ~ Allow 1 week.",,,,,
VXOW50518OA,,Pinecone Cabin Outdoor Wall Sconce,"Add grace and warmth to your home with the Pinecone Cabin Outdoor Wall Sconce.  Perfect to light up your cabin's exterior, this metal Mission-inspired wall light features metal art pinecones to add incredible style.  Finished in an Old World patina with a rust Scavo glass shade and uses one 60-watt max bulb.  Measures 9""W x 5 1/4""D x 9 1/4""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
VCCVAP1768B,turquoise-river-table-lamp,Turquoise River Table Lamp,"Exclusive - A brilliant distressed turquoise glaze graces this ceramic table lamp with a dripped brown top and round burlap shade. Uses one 3-way 150-watt max bulb. Measures 14""Dia. x 27""H. ~",,,,,
VCCVAVP107,,Pinecone Lodge Table Lamp,"Exclusive - An Adirondack-style twig design surrounds raised pinecones on this resin lamp with a rustic branch finish and burlap shade.  Uses one 3-way 100-watt max bulb.  Measures 18""W x 15""D x 33""H. ~",,,,,
KACDV1721,cactus-jewelry-holder,Cactus Jewelry Holder,"This ceramic cactus in a glossy finish will cleverly hold your rings and other jewelry. 3 1/2""W x 3 1/2""D x 4""H",,,,,
KDR9166,0.00,Bright Skies Southwest Napkin,"Exclusive - Featuring a geometric print in turquoise, red, blue and gold, these 100% cotton linens set a beautiful southwest table. Machine wash. Measures 20""W x 20""L. ~",,,,,
LMSW99X12,zapotec-rug-9-x-12,Zapotec Rug - 9 x 12,"Give your family room southwestern flair with the Zapotec Rug - 9 x 12, detailed with intricate geometrics in shades of midnight blue, ivory, gray and deep salmon.
<ul><li>100% New Zealand wool and colorfast Swiss chrome dyes</li>
<li>Hand-knotted</li>
<li> 9'W x 12'L</li>
<li>Vacuum regularly without the beater brush; Spot clean with warm soapy water</li>
<li>Midnight blue, ivory, gray and deep salmon</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks.",,,,,
NTZORBSTOL39RX3,zorro-barstool-set-of-3,Zorro Barstool - Set of 3,"Bring classic western style to your decor with the Zorro Barstool. Hand tooled antique brown leather, in a Classico design, is chiseled and carved by leather artisans and accented with nailhead trim. Each leather hide is selected for the best quality and wood is seasoned to age gracefully with a rustic finish. Each measures 17""W x 17""D x 30""H. Sold in a set of three.  ~  Ships from the manufacturer.  Allow 6 to 8 weeks.  Cannot express ship.  This item can be customized. Please email teresa@blackforestdecor.com or call 800-605-0915, ext. 778 to inquire about custom furniture orders and large bulk order discounts. Additional discounts may be available for large bulk orders. ~ Ships from the manufacturer. Allow 6 to 8 weeks. Cannot express ship.",,,,,
SIX2589,western-ranch-outlet-cover,Western Ranch Outlet Cover,"Exclusive - These hand-painted resin switch covers feature fun horseshoe, star and barbed wire designs. Screws included.  Measures 3Â½""W x 5Â¼""H. ~",,,,,
PS5452,bear-paw-wilderness-towel-ring,Bear Paw Wilderness Towel Ring,"The twisted steel Bear Paw Wilderness Towel Ring is embellished with a polyresin bear scene in a metallic bear track for abundant rustic style.  Measures 6Â½""W x Â¾""D x 12""H. ~",,,,,
DS52407,cast-iron-rust-moose-knob,Cast Iron Rust Moose Knob,"Exclusive - This cast iron hardware brings rustic style to your lodge cabinetry with a detailed moose design in an antiqued natural finish. Screws included. Measures 2""W x 1""D x 2""H. ~",,,,,
2BG82413,boot-blocks-and-feathers-shower-curtain-hooks-set-of-12,Southwestern Feathers Shower Curtain Hooks - Set of 12,"Create effortless style in your western bathroom with the Southwestern Feathers Shower Curtain Hooks - Set of 12, beautifully made with colorful striped feathers. <ul><li>Hand painted carved resin</li> <li>3 3/5""W x 3""D x 7""H each</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2DD25654,moose-and-bear-lodge-stoneware-moose-dinner-plate,Moose Lodge Stoneware Dinner Plate,"An earthy red glaze with a moose forest scene makes the Moose and Bear Lodge Stoneware Moose Dinner Plate the perfect complement to cabin meals.  Microwave and dishwasher safe.  Measures 11""Dia. ~",,,,,
2PESL17088,wood-canoe-paddle,Striped Wood Canoe Paddle,"Hand made solid wood construction and an antique finish makes this paddle look great in a rustic cabin or lake house. 47""W x 3/4""D x 5""H",,,,,
RH12503,mojave-sun-table-runner,Mojave Sun Table Runner,"A Lone Star Western Decor Exclusive - Set a colorful southwestern table with sawtooth diamonds in turquoise, red, brown and desert orange on the cotton/poly tapestry Mojave Sun Table Runner.  Machine wash.  Measures 13""W x 72""L. ~",,,,,
HXDI4001OSCR,,Savannah Cream Dinnerware Set - 16 pcs,"Create effortless style in your southwestern kitchen with the Savannah Cream Dinnerware Set - 16 pcs, beautifully made with embossed tooled leather patterns. <ul><li>Handcrafted ceramic</li> <li>Includes 4 dinner plates, 4 salad plates, 4 bowls, and 4 mugs</li> <li>Dinner plate: 10 3/4""W; salad plate 8 1/2""W; bowl 5 1/2""W; mug 16 oz</li> <li>Cream<li> <li>Dishwasher, oven, and microwave safe</li> </li></ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship.",,,,,
LKRA6581,southwest-arrow-table-lamp,Southwest Arrow Table Lamp,"Exclusive - Three tied metal arrows with turquoise heads create a spirited southwest design on this resin table lamp with a laced paper shade. Uses one 40-watt max bulb. Measures 15""W x 15""D x 26""H. ~",,,,,
LKRA6763,feathered-headdress-wall-art,Feathered Headdress Wall Art,"Exclusive - Bring Native American influence to your decor with this colorful resin headdress with metal feathers. Measures 19""W x 5""D x 24""H. ~",,,,,
KE3801HI,denali-bear-hand-towel,Denali Bear Hand Towel,"Exclusive - A serene brown bear on a patch of greenery and pine trees is embroidered on these 100% cotton ivory towels.  Bath towel and hand towel have brown trim.  Measures 16""W x 30""L. ~",,,,,
CL2740FSD441,,Twig Floor Lamp with Pinecone Finial,"A Black Forest Decor Exclusive - A square wood base with carved accents supports a column of genuine twigs wrapped with leather ties on the Twig Floor Lamp that will light up your room with rustic charm.  Features a hand-painted parchment shade with evergreen accents on a woodchip finish and pinecone finial.  Requires one 100-watt max, 3-way bulb. Handmade in the USA.  Measures 20""W x 65""H. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
DS21660,metal-antler-door-pulls-set-of-2,Metal Antler Door Pulls (Set of 2),"A Black Forest Decor Exclusive - Cast iron antlers in a painted, natural finish form the Metal Antler Door Pulls to add a rustic touch to your doors.  Set of two includes left and right facing.  Measure 2Â½""W x 2""D x 8""H each. ~",,,,,
DS22045,cabin-scene-fireplace-screen,Cabin Scene Fireplace Screen,Dimensional pine trees and pinecones add interest to a metal art cabin scene on this metal mesh fireplace screen in a rust finish. ~,,,,,
2SLBMU106,cushioned-tree-bark-log-seat,Cushioned Tree Bark Log Seat,"A Black Forest Decor Exclusive - Covered in a foam cushion and poly fabric in a tree bark print, the wood stool adds a fun rustic detail to your room. Measures 13Â½""Dia. x 14""H. ~",,,,,
SIX2569,bear-and-birch-outlet-cover,Bear and Birch Outlet Cover,"Exclusive - A black bear strolls along these richly detailed, hand-painted polyresin switch covers with a birch bark texture.  Screws not included.  Measures 4Â¼""W x 6Â½""H. ~",,,,,
SIX2592,pinecone-and-tree-double-switch-plate,Pinecone & Tree Double Switch Plate,"Exclusive - A sculptural resin pinecone, pine trees and bark textures on the hand-painted Pinecone & Tree Double Switch Plate add a touch of nature to your cabin.  Mounting screws included.  Measures 6Â¼""W x Â¾""D x 5Â½""H. ~",,,,,
2BG28080E,forest-hideaway-plush-carved-rug-3-x-4,Forest Hideaway Plush Carved Rug - 3 x 4,"Trees, leaves and pinecones create a serene look on the printed, plush 100% nylon cut pile rugs in green, brown, tan and rust with carved details to add texture. Latex backing. Measures 2'7Â½""W x 3'10""L. ~",,,,,
2BG87375,,Forest Blocks Lotion Dispenser,"Accent your outdoor-inspired bathroom with the Forest Blocks Lotion Dispenser.  This lotion dispenser features a cute black bear for a fun addition to your home. <ul><li>Carved dimensional resin with hand painted accents</li> <li>5 7/10""W x 4 1/10""D x 7 1/5""H</li> <li>Black and cream</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
ARB1111,arb1111,Desert Arrow Bed Set - Full/Queen,"Give your room a classic southwest look with the luxurious Desert Arrow Full/Queen Bed Set in denim blue, terracotta, tan and brown geometrics embellished with faux leather and silver conchos. Bed set includes 92""W x 96""L comforter, 60""W x 80""L x 15""H bedskirt, two 20""W x 27""L standard shams and one 14""W x 26""L accent pillow. Dry clean.",,,,,
ARB1111,arb1111,Desert Arrow Bed Set - Full/Queen,"Give your room a classic southwest look with the luxurious Desert Arrow Full/Queen Bed Set in denim blue, terracotta, tan and brown geometrics embellished with faux leather and silver conchos. Bed set includes 92""W x 96""L comforter, 60""W x 80""L x 15""H bedskirt, two 20""W x 27""L standard shams and one 14""W x 26""L accent pillow. Dry clean.",,,,,
2VX736425561825,red-river-southwestern-rust-boudoir-pillow,Red River Southwestern Rust Boudoir Pillow,"Native American-inspired designs in earthy shades of rust, turquoise, black and tan bordered by solid rust and brass conchos give the poly Red River Southwestern Rust Boudoir Pillow with cotton backing a serene look. Dry clean. Measures 14""W x 20""L. ~",,,,,
EROP34420X30OV,,Bear Cub Braided Rug,"A Black Forest Decor Exclusive - A black bear cub finds the perfect spot for a nap on the 100% natural jute Bear Cub Braided Rug with art by Jan Harless.  Measures 20""W x 30""L. ~",,,,,
DS10751,,Playful Cub Towel Ring,"A Black Forest Decor Exclusive - An adorable polyresin black bear cub with metal ring keeps your towel close at hand on the Playful Cub Towel Ring.  Measures 7Â½""W x 6Â½""D x 13Â½""H. ~",,,,,
DS12801,antler-basket,Antler Basket,"A Black Forest Decor Exclusive - Display decorative items in the painted polyresin Antler Basket with intertwined antlers for a graceful lodge look.  Measures 8Â½""W x 7""D x 10""H. ~",,,,,
DS15059,turquoise-feather-waste-basket,Turquoise Feather Waste Basket,"Raised feathers, cord and turquoise stones embellish a dark brown faux leather texture on these polyresin accessories. 7 2/3âDia. x 9 3/4âH",,,,,
DS21761,bear-bathroom-door-shelf,Bear Bathroom Door Shelf,"A Black Forest Decor Exclusive - Give your bathroom storage a boost with three over-the-door mesh baskets with black bear cut-outs on a wrought iron frame.  Measures 12Â½""W x 5Â¾""D x 35Â½""H. ~",,,,,
DS22155,metal-branch-jewelry-tree,Metal Branch Jewelry Tree,"Exclusive - Graceful twigs and branches create the perfect display for necklaces, rings and bracelets on this cast iron holder in a brown finish. Measures 6""W x 10""D x 14""H. ~",,,,,
HXDI4001CS01TQ,,Savannah Turquoise Canister Set - 3 pcs,"Tooled leather patterns in vibrant turquoise give this handcrafted stoneware kitchenware vintage western charm.  Microwave, oven and dishwasher safe.  Measures Small: 6""W x 6""D x 7?""H; Medium: 6""W x 6""D x 8?""H; Large: 6""W x 6""D x 9""H. ~",,,,,
DLART9612,wood-black-bear-square-tissue-box,Wood Black Bear Square Tissue Box,"A Black Forest Decor Exclusive - Hand-carved black bear and forest scenes add rustic beauty to the solid pine Wood Black Bear Sqare Tissue Box with a clear lacquer finish.  Measures 6""W x 6""D x 6""H. ~",,,,,
HXTL5110S,bear-towel-set-stripe,Bear Stripe Towel Set - 3 pcs,"A bear in the forest is embroidered on the 100% cotton Bear Stripe Towel Set.  Three piece set includes 28""W x 51""L bath towel, 16""W x 31""L hand towel and 13""W x 14""L wash cloth. ~  Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska.",,,,,
LROWE03INSG2680,zigzag-diamonds-rug-3-x-8,Zigzag Diamonds Rug - 3 x 8,"The Zigzag Diamonds Rug - 3 x 8 offers lots of southwestern style with a relaxed, yet refined cream, indigo, sage, and terracotta design with a meticulously hand-knotted texture on a hand-woven base.
<ul><li>Hand woven jute/wool with no backing</li>
<li>2'6""W x 8'L</li>
<li>Spot clean and vacuum carefully without beater bar; professional cleaning recommended.</li>
<li>Multicolor</li>
<li>Long-wearing durability</li>
<li>Rug pad recommended for use on hard floor</li>
</ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
